sweep,di,dj,dk,r_mm,n_rv,n_lv,tau_rv,tau_lv,d_rv_lv,tau_rv_err,tau_lv_err,chi_rv,chi_lv,tail_rv,tail_lv,tail_d
grid3,-1,-3,-3,7.1516796960062,2564313,1944111,1.6385159503113969,1.4459519261694473,0.1925640241419495,0.1636518327833845,0.14191609845103742,2.9045840294980145,2.2286846159025306,1.9404434362154561,1.5371139943277128,0.40332944188774333
grid3,-1,-3,-2,6.133033464461192,2546889,1944575,1.6306507499055571,1.4171394621497422,0.21351128775581496,0.1637249655425983,0.13494711665001394,2.890747536866728,2.2843944586920446,2.058506377388152,1.5718255708278905,0.48668080656026125
grid3,-1,-3,-1,5.430897317880441,2524479,1941397,1.6466877255047254,1.4436732423672816,0.20301448313744386,0.1635721815851781,0.14409500889957919,2.853800917095295,2.3218776392153595,1.9718965212380524,1.6528990232698253,0.3189974979682271
grid3,-1,-3,0,5.175728072237535,2499261,1934679,1.704282700447291,1.467965481779389,0.2363172186679019,0.1688521601193848,0.14826171137208072,2.742202527077236,2.2824367698969623,2.0951884776689735,1.6176742343108101,0.4775142433581634
grid3,-1,-3,1,5.430897317880441,2469947,1924419,1.7125753742616536,1.4803270362678362,0.2322483379938174,0.16931980014381415,0.147424392895655,2.6159102894639443,2.246043528465799,2.035140406364388,1.6079291552033297,0.4272112511610584
grid3,-1,-3,2,6.133033464461192,2438723,1911227,1.7801675748928025,1.475994424553432,0.30417315033937053,0.18143824322521532,0.1480790792800245,2.664632651809397,2.22452996867941,2.8514835669565683,1.4663053898410014,1.385178177115567
grid3,-1,-3,3,7.1516796960062,2404545,1895055,1.716115272663632,1.4516581029123015,0.2644571697513305,0.17605090303530488,0.14209390233850974,2.7376430051279868,2.1811834301362434,2.0572198509564106,1.5999315527680569,0.4572882981883537
grid3,-1,-2,-3,6.143728081893743,2526179,1948973,1.6220232383404871,1.382815860931794,0.23920737740869313,0.16125433696305927,0.1315053317729956,2.8701950282029025,2.289033348370333,2.074892162906159,1.6381090084299004,0.4367831544762586
grid3,-1,-2,-2,4.92066781506162,2509812,1950085,1.6182120721066626,1.4380299567409383,0.18018211536572437,0.15978965435368503,0.1351482954099445,2.9798565473141276,2.279971015023813,2.0136649882345727,1.5474716532352015,0.4661933349993712
grid3,-1,-2,-1,4.01167271189256,2488273,1947081,1.6540989892297648,1.417199613517517,0.23689937571224773,0.16309316730696846,0.13474366360362094,2.8604345487229548,2.318621701400098,2.0585376430939277,1.6944701518622665,0.36406749123166127
grid3,-1,-2,0,3.6588295051464352,2463682,1941238,1.7149577217032284,1.4717989067198234,0.24315881498340497,0.17445214322600025,0.1431136107645238,2.738420986622613,2.253549540758471,2.080456243547482,1.5633431061204315,0.5171131374270506
grid3,-1,-2,1,4.01167271189256,2434941,1932484,1.7032240861530714,1.4929576648568996,0.2102664212961718,0.1715995830189385,0.15183019961877656,2.703894474239439,2.2177240806424994,2.0661589627407593,1.5763561316068915,0.4898028311338678
grid3,-1,-2,2,4.92066781506162,2403347,1919945,1.7233026612040183,1.4575764416163293,0.26572621958768905,0.17399241947255256,0.1471346640368175,2.718073948750885,2.2100284723224526,2.0808816388380937,1.59458866793935,0.4862929708987438
grid3,-1,-2,3,6.143728081893743,2370199,1904476,1.729615085726699,1.4504373117021998,0.27917777402449917,0.17488136803038157,0.14628164700005725,2.8154864907481256,2.2157767777134736,2.048061858671098,1.5832455274934054,0.4648163311776925
grid3,-1,-1,-3,5.450203492186254,2478773,1950915,1.647790150648844,1.358902248212981,0.28888790243586304,0.16410027878170239,0.1227649124617905,2.8855682145132335,2.2571387722735228,2.0065483120989747,1.638940703501759,0.36760760859721575
grid3,-1,-1,-2,4.02147921891594,2462962,1952644,1.6178768937378911,1.3645410115019674,0.25333588223592374,0.15631943453202427,0.1246166970161726,2.892891008667835,2.265301202610975,1.9886302003691372,1.6872743530320538,0.3013558473370834
grid3,-1,-1,-1,2.8377528626243804,2442972,1950546,1.6304337082788976,1.40660434229855,0.22382936598034764,0.16226787462923298,0.13169498474093452,2.8633935926792597,2.3385632186980736,2.0820172552484384,1.7175640188420715,0.36445323640636684
grid3,-1,-1,0,2.3122190012452473,2418610,1945367,1.6734645147157134,1.4630390546423968,0.21042546007331664,0.16830307583286683,0.14196498775312055,2.7542441859721603,2.233471654181132,2.114580311017871,1.7862287624653426,0.32835154855252857
grid3,-1,-1,1,2.8377528626243804,2391597,1937625,1.7282601485591567,1.4547118774167984,0.27354827114235825,0.17562270748636769,0.14119793819792173,2.7470116308917762,2.2358705882860126,2.156293007417756,1.7406778803886997,0.41561512702905623
grid3,-1,-1,2,4.02147921891594,2360882,1926267,1.7399973752460194,1.489553190900706,0.25044418434531335,0.1782158134500613,0.1477483697838152,2.7433783055023393,2.156350924451291,1.9823746691502968,1.6044601202712379,0.37791454887905895
grid3,-1,-1,3,5.450203492186254,2328008,1911328,1.7394465349508788,1.4743748595497557,0.2650716754011231,0.18089499649910387,0.1457005976084863,2.8178078318777438,2.294042891664811,1.8813539211817896,1.5491593109246107,0.3321946102571789
grid3,-1,0,-3,5.198508686174884,2423017,1949503,1.5870149826910198,1.3413192912915841,0.2456956913994357,0.16139926538944188,0.12239316545675562,2.921246191613042,2.3166466672181336,1.9878396134785319,1.7482857709527382,0.2395538425257937
grid3,-1,0,-2,3.673155259741853,2407776,1952104,1.6815812685243618,1.4092606072843403,0.2723206612400215,0.17321220431959136,0.12996087238224893,2.9097497546874176,2.2537005653978675,2.0828609477905613,1.7864695417867371,0.2963914060038242
grid3,-1,0,-1,2.3178903691351223,2388731,1951185,1.6370625836393633,1.4051060888391904,0.23195649480017289,0.16413396365917524,0.12929768896177155,2.6941122986419432,2.3530694110856003,1.9798462852376861,1.740015264595494,0.23983102064219208
grid3,-1,0,0,1.63282919,2365304,1947375,1.6728072207479523,1.4128158204061343,0.259991400341818,0.16704853589757854,0.13140852725767882,2.8108600532192973,2.295308040021112,2.10854479159898,1.7013410605520911,0.4072037310468888
grid3,-1,0,1,2.3178903691351223,2338531,1939670,1.6918941162756929,1.4081697214454785,0.2837243948302144,0.16998285991693574,0.13407158376846992,2.7817547476690914,2.2216651388199735,2.0135749868403603,1.7287993858527195,0.28477560098764076
grid3,-1,0,2,3.673155259741853,2308353,1929361,1.6620243897031612,1.4502341510157388,0.21179023868742242,0.169748573560933,0.13980303748676803,2.866373629524246,2.186750204911744,1.8898777106239404,1.628951675175069,0.2609260354488714
grid3,-1,0,3,5.198508686174884,2276624,1915215,1.7342589760443679,1.4594832102228186,0.2747757658215493,0.18170552157874326,0.14213270524799124,2.726751846808428,2.2497037135542786,1.9596528974052867,1.5497722915501346,0.40988060585515207
grid3,-1,1,-3,5.450203492186254,2360253,1945041,1.5936103114096565,1.401497417445981,0.19211289396367537,0.16911902874216736,0.13068173937658698,2.9227957002854126,2.2608500834363414,2.1417171014262633,1.7798043454055636,0.3619127560206996
grid3,-1,1,-2,4.02147921891594,2345130,1948991,1.6242260490958953,1.4230962324657208,0.20112981663017448,0.17114266247441967,0.13352360523093848,2.910749160501205,2.2991842673646925,2.056885560603215,1.8147698602904907,0.2421157003127241
grid3,-1,1,-1,2.8377528626243804,2327141,1948616,1.676580152358117,1.3877958275352744,0.28878432482284255,0.17403414901679284,0.12701161261721244,2.7953428617201257,2.3235582687151672,2.017725682632348,1.8006540022414548,0.2170716803908932
grid3,-1,1,0,2.3122190012452473,2304760,1945463,1.6742443638123585,1.4275976174821092,0.2466467463302493,0.1728459872895197,0.13426655184049852,2.7950419186306004,2.2804406550685075,1.8809882988407034,1.8021824782817746,0.07880582055892882
grid3,-1,1,1,2.8377528626243804,2277763,1938922,1.6719939231496388,1.4037960323084753,0.2681978908411635,0.17122244237497683,0.13479357894582336,2.8813604589047412,2.226137384394145,1.877581386074185,1.7481170917658035,0.12946429430838147
grid3,-1,1,2,4.02147921891594,2248891,1929189,1.6432082272869142,1.4672887531150234,0.1759194741718908,0.1716846623765065,0.14194866395537442,2.7772141854550005,2.1945225174998213,1.9105477738936951,1.7631517085800648,0.14739606531363036
grid3,-1,1,3,5.450203492186254,2217924,1916391,1.6877847218660702,1.461962860081681,0.22582186178438923,0.17996832271818333,0.14095738711731162,2.695333709261464,2.1844232202792266,2.0219659952835727,1.6853607929486856,0.3366052023348871
grid3,-1,2,-3,6.143728081893743,2291764,1937742,1.589841816046479,1.4162581020632468,0.17358371398323214,0.1667780926704773,0.13411468428907777,2.8259300879807943,2.310150498297466,1.9611748817976944,2.0814214496635564,-0.12024656786586196
grid3,-1,2,-2,4.92066781506162,2276847,1942190,1.5963644786797333,1.4585819849155683,0.13778249376416496,0.16930650848758333,0.13775240499814098,2.746043424134905,2.3902959480364445,1.901880378497689,1.8374654492818103,0.06441492921587866
grid3,-1,2,-1,4.01167271189256,2258010,1943396,1.6408989747004388,1.4607434412523557,0.1801555334480831,0.17341995652845207,0.13499783199234117,2.7811249570055185,2.355483998608969,1.8924575155784333,1.8565533894025428,0.03590412617589056
grid3,-1,2,0,3.6588295051464352,2236415,1941171,1.644454474732334,1.434156599539374,0.21029787519296006,0.17831986721788404,0.13224572056626224,2.8232447391101463,2.327511937568973,1.873446509916842,1.779303539781297,0.09414297013554496
grid3,-1,2,1,4.01167271189256,2211400,1935000,1.6777990604969928,1.3787827733951747,0.29901628710181805,0.18234261220313985,0.12995883590166718,2.8375100861842517,2.126429822628347,1.8783049007557278,1.8303086742890138,0.047996226466713976
grid3,-1,2,2,4.92066781506162,2183447,1926556,1.6180516739559454,1.411309251127502,0.20674242282844335,0.17634010695847735,0.1350517372401123,2.734626146269543,2.1267503024952874,1.8973086738666711,1.7878133013422743,0.10949537252439678
grid3,-1,2,3,6.143728081893743,2152685,1914085,1.5861020384264228,1.5044954850112624,0.08160655341516043,0.16661748640932902,0.14779527101288836,2.72897532161698,2.2156569324453463,1.9941722866029368,1.8290754569929115,0.16509682961002525
grid3,-1,3,-3,7.1516796960062,2217113,1928132,1.5568146566912382,1.3808826739222002,0.175931982769038,0.16852520863235676,0.1304740584594304,2.6696642774714463,2.3157653689733118,2.0973164766388352,2.1163605593615693,-0.019044082722734057
grid3,-1,3,-2,6.133033464461192,2201882,1932583,1.5797204742349913,1.4461859595959228,0.1335345146390685,0.17666061085465184,0.13908822409502783,2.707447544705458,2.368404336821285,1.9218711307693717,2.067915118199145,-0.1460439874297732
grid3,-1,3,-1,5.430897317880441,2184367,1934360,1.642776504872987,1.4727435841011054,0.1700329207718816,0.18904509679260312,0.14089327768874624,2.8281242910951514,2.346288366901283,2.0896329765581014,2.1754440812266007,-0.08581110466849928
grid3,-1,3,0,5.175728072237535,2162742,1933176,1.6303405971875597,1.4555220028750697,0.17481859431249003,0.1895538176099704,0.13508444637822897,2.8090511823201534,2.316460618975206,1.8563993283224929,1.8331650876834302,0.023234240639062653
grid3,-1,3,1,5.430897317880441,2138523,1928784,1.6279336021185562,1.4009882107936567,0.22694539132489955,0.19138707502939967,0.13057324206330034,2.8395944385098844,2.265899793322917,1.9578846150813718,1.8856555810187732,0.07222903406259862
grid3,-1,3,2,6.133033464461192,2111580,1921120,1.5759476845332048,1.405248827613547,0.1706988569196577,0.178128094368127,0.13117098688616954,2.80978665615715,2.229524908493531,2.000113759848446,1.8566231319702817,0.14349062787816447
grid3,-1,3,3,7.1516796960062,2082822,1909625,1.5956346237156716,1.4558500733933861,0.13978455032228543,0.17827990657935744,0.13722917458735565,2.8367167813674303,2.138283774388399,2.174369808151063,1.9005587076403632,0.2738111005106998
grid3,0,-3,-3,6.96278617440973,2563564,1952234,1.5645891859035772,1.328693556606868,0.23589562929670915,0.1562205571977477,0.12719452890964464,2.8792406942271307,2.201819924615841,1.9713513593873642,1.5359464918232428,0.43540486756412133
grid3,0,-3,-2,5.9116806673301285,2544852,1950637,1.6294590938717666,1.4208778893296836,0.20858120454208295,0.1636228799542424,0.13953413142325302,2.9376700305217525,2.2196808234409238,1.9743794439722417,1.5153298236641242,0.4590496203081176
grid3,0,-3,-1,5.179624939476304,2522013,1945799,1.670315109780222,1.3843269785270247,0.28598813125319733,0.16636846623249874,0.13636230454948664,2.8516792038987733,2.2227895596432306,1.9678848539772527,1.55004632274065,0.41783853123660264
grid3,0,-3,0,4.911418319999999,2494508,1937705,1.7506851447018776,1.446533953556184,0.30415119114569356,0.17915353319741453,0.14586987833151724,2.7197957703016424,2.1767118022760226,1.9680526918397145,1.59870508061953,0.36934761122018456
grid3,0,-3,1,5.179624939476304,2464201,1927636,1.7728286139957847,1.449073724049108,0.32375488994667667,0.1828023959725132,0.14574074035910048,2.7161602155838542,2.224670455369599,2.114248205357878,1.5693362702113554,0.5449119351465228
grid3,0,-3,2,5.9116806673301285,2431390,1914023,1.7641034230880843,1.4926265786096569,0.27147684447842746,0.18187818358328434,0.15512548855346228,2.7078358907897653,2.1453051829382646,2.121741973346435,1.6573125627735885,0.4644294105728466
grid3,0,-3,3,6.96278617440973,2396386,1897253,1.7441443995032218,1.425229986132734,0.31891441337048776,0.1794280770192814,0.14271941134483282,2.853279514173588,2.149747662270084,2.0871714635214462,1.6723227187198915,0.41484874480155476
grid3,0,-2,-3,5.9227749898619075,2525283,1957010,1.6976790194710978,1.3972679282685423,0.3004110912025555,0.16932346316151034,0.13198266020212543,2.991191032304239,2.229246061577142,2.04539000314771,1.5523768178386033,0.49301318530910665
grid3,0,-2,-2,4.641857449606487,2507824,1955815,1.6410912973579803,1.371653548731165,0.26943774862681535,0.16140229151146165,0.13114952741151226,2.960269076703578,2.258365544208296,1.9105505512666972,1.6617797912672527,0.24877075999944442
grid3,0,-2,-1,3.6643398837481422,2485075,1951546,1.6857203543530856,1.3948068604743142,0.2909134938787714,0.16981839057774029,0.1353443133352763,2.8653496286644864,2.283828705043042,2.1602172990885036,1.760205558736943,0.4000117403515606
grid3,0,-2,0,3.27427888,2459499,1944619,1.755417071211481,1.4392465517033168,0.3161705195081641,0.18071195338191998,0.141980619505238,2.7865781195469865,2.127549687691693,2.0811769751439266,1.6616650189638797,0.4195119561800469
grid3,0,-2,1,3.6643398837481422,2429166,1935453,1.7691407212111687,1.4382590563665052,0.3308816648446635,0.1831612495462025,0.14227796848039193,2.6943615733150184,2.107000324081041,2.1336258987889454,1.6276555509286477,0.5059703478602977
grid3,0,-2,2,4.641857449606487,2396908,1922322,1.7537127002660284,1.4209377490910065,0.332774951175022,0.1783275799439944,0.14186239721764998,2.6776829163532394,2.116618268646332,2.0097973721915374,1.6135678485827518,0.3962295236087856
grid3,0,-2,3,5.9227749898619075,2362773,1906605,1.7411541355619757,1.4474850307872933,0.29366910477468244,0.17427304710744734,0.14382473101856533,2.717335460412507,2.2627927357464057,2.299132133654875,1.5760344557237302,0.7230976779311447
grid3,0,-1,-3,5.199864127313634,2478368,1958713,1.6709744724007132,1.3821503808748632,0.28882409152585,0.16875919681975557,0.12877199232588837,2.8378079195987063,2.182152598692872,2.044322336801359,1.7422784252009806,0.30204391160037836
grid3,0,-1,-2,3.675073325044916,2460892,1958583,1.6699694128121267,1.4080035135375126,0.2619658992746141,0.17152631144027508,0.13026232781242114,2.827787737874009,2.1687683964734563,2.012312813501623,1.7482802112407008,0.2640326022609223
grid3,0,-1,-1,2.3209287248032435,2439951,1954739,1.7008428120359484,1.4037323016981396,0.2971105103378089,0.1741894064837828,0.13316643074817508,2.7968904092101328,2.1996187543902006,2.052584146462673,1.690100859567414,0.362483286895259
grid3,0,-1,0,1.63713944,2414559,1948048,1.7153621386378883,1.3982315786331965,0.31713056000469186,0.17474399306981922,0.13250724333943936,2.8010479741664347,2.197584015491691,2.1335972433597816,1.7041842727936989,0.42941297056608274
grid3,0,-1,1,2.3209287248032435,2385748,1939216,1.761369421402396,1.4121285714531195,0.3492408499492765,0.17852994551287016,0.1348669076808943,2.6568242828305824,2.1051084569743144,2.1026221229426647,1.632959618882001,0.4696625040606637
grid3,0,-1,2,3.675073325044916,2354422,1928140,1.807130689728173,1.4096152190536357,0.3975154706745372,0.18753313569091448,0.13676899213085558,2.6584729570148813,2.1494569572360565,2.0012128794215713,2.205014193794028,-0.20380131437245685
grid3,0,-1,3,5.199864127313634,2320746,1913012,1.765832924079397,1.4498192598916633,0.3160136641877338,0.18726378355470608,0.14539254783400887,2.7701039421108984,2.296734032723219,2.3317943758567434,1.8850622408238396,0.4467321350329039
grid3,0,0,-3,4.93541907,2422386,1957187,1.6654346836799863,1.3996888770628462,0.2657458066171401,0.17215801529176097,0.13110146152162275,2.9716314422208927,2.18384262721987,1.982250470738005,1.7574189489549996,0.22483152178300547
grid3,0,0,-2,3.29027938,2405588,1958511,1.7237870609689683,1.3799718212534327,0.3438152397155356,0.17834936399645898,0.12712236775136704,2.7322155641573906,2.2588119060979253,2.0640673543139587,1.7476936622615171,0.3163736920524416
grid3,0,0,-1,1.64513969,2385732,1955349,1.7037636175269777,1.4135109889098811,0.29025262861709655,0.17278517096028725,0.13089185701835646,2.707772792614933,2.2633565714167903,2.1145691861602924,1.7880685082599173,0.3265006779003752
grid3,0,0,1,1.64513969,2333549,1941882,1.7006863481251533,1.3921500002100116,0.30853634791514173,0.1737718849848209,0.13541006052133683,2.69648400963095,2.2039723965215017,1.9565292279277169,1.73109231041193,0.22543691751578687
grid3,0,0,2,3.29027938,2302651,1931404,1.714576934161612,1.4117835286799936,0.30279340548161837,0.1817045613690247,0.1402208163310853,2.7550840209737495,2.1470835547028053,1.993820977353708,1.6319888801185973,0.36183209723511056
grid3,0,0,3,4.93541907,2269756,1916463,1.7228401026438733,1.4779919940950716,0.24484810854880168,0.179336519245126,0.14589737982462064,2.6941549871674346,2.217059478849164,1.9832887686448615,1.667313897474514,0.3159748711703474
grid3,0,1,-3,5.199864127313634,2359507,1952937,1.6405287509938367,1.439887551101329,0.20064119989250773,0.1787614455749609,0.13911398544132722,2.891706315636267,2.200748067142399,2.1395046872887207,1.7869379578387168,0.3525667294500039
grid3,0,1,-2,3.675073325044916,2343434,1955104,1.6801531095085307,1.4572770084027549,0.22287610110577583,0.17858000437536078,0.14064408371090364,2.8206528324398485,2.252827681462286,2.0700201801451095,1.7943465396990441,0.27567364044606535
grid3,0,1,-1,2.3209287248032435,2323469,1953546,1.6680214107973395,1.4289588281582886,0.2390625826390509,0.17629432285354327,0.13438436891134994,2.8591396748299807,2.2495174373336897,2.034788878405706,1.8524695038263197,0.18231937457938652
grid3,0,1,0,1.63713944,2299881,1949357,1.7109511273401588,1.4097881402626777,0.301162987077481,0.1802525360047342,0.13322086039005268,2.79772266948544,2.2143370060695347,1.918194381218106,1.7694870953503614,0.1487072858677445
grid3,0,1,1,2.3209287248032435,2273179,1941537,1.676042260716448,1.3893716465173065,0.2866706141991415,0.17767441384838062,0.13458324586494433,2.7961596634407817,2.2117890741371995,2.0055739706110423,1.8479220262052414,0.15765194440580088
grid3,0,1,2,3.675073325044916,2243081,1930941,1.6209673032460539,1.3757390370207205,0.24522826622533334,0.17021221494800548,0.13482309500084286,2.713490840084911,2.151148394978537,2.0091221899419374,1.9955351034081947,0.013587086533742632
grid3,0,1,3,5.199864127313634,2210891,1917378,1.6291854387886662,1.423089695653305,0.20609574313536116,0.17350472765636307,0.13962371429710033,2.737287312164966,2.120894950051551,2.0775528157409675,1.7879919783329803,0.2895608374079872
grid3,0,2,-3,5.9227749898619075,2290120,1946443,1.5332477966250468,1.4170068321628968,0.11624096446215004,0.15995906527614392,0.13687813896632223,2.754831800371817,2.158118642203997,1.9849977496605253,1.8513751422926157,0.13362260736790965
grid3,0,2,-2,4.641857449606487,2274507,1948328,1.5863761494369575,1.4250072991423521,0.16136885029460535,0.17012241721577345,0.13503997338185197,2.7993638019427705,2.2047656625776546,2.083730989658964,1.9127549875448795,0.1709760021140847
grid3,0,2,-1,3.6643398837481422,2255017,1948146,1.6985868965008248,1.467556925000523,0.2310299715003019,0.18926954724777115,0.14202625471064848,2.784992138091739,2.32603154150407,1.9651707450663323,2.0512508562915865,-0.08608011122525427
grid3,0,2,0,3.27427888,2231628,1944361,1.7237949066648963,1.4001409980203425,0.3236539086445538,0.19075719294041074,0.13372046266981918,2.821826888015132,2.2379957359064417,1.982080195459933,1.860152312770199,0.12192788268973387
grid3,0,2,1,3.6643398837481422,2206221,1937659,1.6825946207704232,1.4036689035911194,0.2789257171793038,0.18399679808880712,0.13505991178120302,2.8442921920959487,2.157185921933518,1.9421871033112696,1.865336684591371,0.07685041871989862
grid3,0,2,2,4.641857449606487,2177330,1928338,1.648150227779018,1.4339653265772314,0.21418490120178668,0.18311276375416494,0.140905397666442,2.7621631713230057,2.0980497073769877,1.9642735340719861,1.8511521650488991,0.113121369023087
grid3,0,2,3,5.9227749898619075,2145800,1915143,1.6608258001840495,1.4099813382280286,0.25084446195602084,0.1828356710267066,0.13592771247992946,2.7582520094601364,2.1812071525514884,2.070408822153254,1.7770717411562957,0.2933370809969582
grid3,0,3,-3,6.96278617440973,2214665,1936944,1.4953383349103935,1.4327352212378826,0.06260311367251092,0.162843827495915,0.13560450024290138,2.6488564148913794,2.301834634892083,1.70854224413353,2.1105008042859676,-0.4019585601524376
grid3,0,3,-2,5.9116806673301285,2199354,1939978,1.5872877210663976,1.4452155543541179,0.14207216671227973,0.1793466941120141,0.13426462027956473,2.681894135277266,2.239451748027231,1.7402647155245525,1.951951340805264,-0.21168662528071147
grid3,0,3,-1,5.179624939476304,2180562,1939547,1.6593700920982108,1.4748428157080768,0.184527276390134,0.19492403398284913,0.1417682180676769,2.73508886228978,2.2531012429658928,1.71739862821537,2.177093862329142,-0.4596952341137721
grid3,0,3,0,4.911418319999999,2158580,1937015,1.6980758904242932,1.4946696678261469,0.20340622259814634,0.20361612429483086,0.1460472190724803,2.8259913132743026,2.245849705784028,1.8375584466521144,2.1390499355230825,-0.3014914888709681
grid3,0,3,1,5.179624939476304,2133642,1932200,1.6736606611230174,1.4313531610068804,0.242307500116137,0.19984360694758838,0.1364027520824741,2.8613703021323014,2.2641484329023815,2.0691200106580205,1.8986060080120903,0.1705140026459302
grid3,0,3,2,5.9116806673301285,2105248,1923413,1.665492816960362,1.5017914430307786,0.1637013739295834,0.19327170907614594,0.14623535345528177,2.807655329069825,2.190282802952402,1.9908901902182632,1.959593746318481,0.031296443899782256
grid3,0,3,3,6.96278617440973,2075404,1911500,1.6154489091021584,1.449380468634562,0.1660684404675965,0.18132982116218227,0.13827861517720402,2.778493532639592,2.1483684548929043,2.1078009130144544,1.8752325170853479,0.2325683959291065
grid3,1,-3,-3,7.1516796960062,2560408,1956009,1.6396695836710549,1.347540136065193,0.2921294476058618,0.16488690575121007,0.12779524246234347,2.8359114332020705,2.1560262482990646,2.02007151548309,1.6033900432993187,0.4166814721837715
grid3,1,-3,-2,6.133033464461192,2540371,1953470,1.653507442227081,1.3833127977162707,0.2701946445108103,0.16681101845284463,0.13399154505013736,2.848904245647994,2.2163782852028904,1.9869431704328113,1.6179962782294193,0.36894689220339205
grid3,1,-3,-1,5.430897317880441,2516013,1946956,1.7247595402827918,1.3593459869808833,0.3654135533019085,0.1768897479064998,0.13371434605844612,2.801626681739363,2.1547400675100543,2.0383005353076036,1.6374977147019691,0.40080282060563444
